epoch,train_loss,val_dice_soft,val_dice_hard,lr,epoch_time_sec,nonfinite_batches
1,1.105653,0.000973,0.0,0.00099902,62.4,0
2,0.981159,0.052063,0.070104,0.0009961,61.62,0
3,0.957355,0.217086,0.304041,0.00099123,61.64,0
4,0.949302,0.270635,0.314628,0.00098445,61.34,0
5,0.945778,0.228671,0.258108,0.00097577,62.08,0
6,0.943258,0.354217,0.382977,0.00096524,61.76,0
7,0.940753,0.278165,0.298064,0.00095289,61.71,0
8,0.939644,0.384418,0.399819,0.00093877,61.86,0
9,0.937535,0.301141,0.316311,0.00092294,62.71,0
10,0.936497,0.343924,0.351542,0.00090546,61.54,0
11,0.935691,0.290898,0.297923,0.0008864,61.64,0
12,0.93405,0.386208,0.395934,0.00086584,61.57,0
13,0.933534,0.318737,0.328618,0.00084385,61.55,0
14,0.932868,0.33089,0.344378,0.00082052,61.32,0
15,0.931561,0.386749,0.394048,0.00079595,61.69,0
16,0.931102,0.360616,0.36854,0.00077023,61.57,0
17,0.930303,0.280505,0.284734,0.00074347,61.52,0
18,0.380995,0.0,0.0,0.00071576,61.7,0
19,0.13412,0.0,0.0,0.00068722,61.65,0
20,0.127325,0.0,0.0,0.00065796,61.53,0
21,0.123145,0.0,0.0,0.0006281,61.21,0
22,0.119669,0.0,0.0,0.00059775,61.96,0
23,0.117337,0.0,0.0,0.00056704,61.34,0
24,0.116851,0.0,0.0,0.00053608,61.89,0
25,0.115441,0.0,0.0,0.000505,61.39,0
