epoch,train_loss,val_dice_soft,val_dice_hard,lr,epoch_time_sec,nonfinite_batches,optimizer_steps
1,1.481465,0.001394,0.0,0.00099902,46.84,0,790
2,1.038308,0.004358,0.0,0.0009961,46.58,0,1580
3,0.999857,0.029106,0.0,0.00099123,46.78,0,2370
4,0.990451,0.05231,0.0,0.00098445,47.49,0,3160
5,0.985294,0.05934,0.0,0.00097577,48.56,0,3950
6,0.981726,0.073096,0.0,0.00096524,47.35,0,4740
7,0.978715,0.092717,0.0,0.00095289,47.36,0,5530
8,0.974362,0.137162,0.0,0.00093877,47.25,0,6320
9,0.970457,0.13252,0.056457,0.00092294,47.94,0,7110
10,0.965314,0.150971,0.202554,0.00090546,46.95,0,7900
11,0.961714,0.197204,0.258245,0.0008864,48.01,0,8690
12,0.957905,0.205634,0.241991,0.00086584,48.04,0,9480
13,0.954805,0.18335,0.207136,0.00084385,47.75,0,10270
14,0.953008,0.247057,0.278098,0.00082052,47.82,0,11060
15,0.950876,0.194881,0.211198,0.00079595,46.27,0,11850
16,0.949978,0.159221,0.168271,0.00077023,46.21,0,12640
17,0.948435,0.208103,0.222203,0.00074347,47.06,0,13430
18,0.946341,0.237448,0.250636,0.00071576,46.56,0,14220
19,0.945822,0.217747,0.227258,0.00068722,46.61,0,15010
20,0.944813,0.266434,0.280524,0.00065796,46.66,0,15800
21,0.944367,0.293919,0.306593,0.0006281,46.36,0,16590
22,0.943569,0.272164,0.282611,0.00059775,46.45,0,17380
23,0.942993,0.275158,0.284657,0.00056704,47.17,0,18170
24,0.942279,0.279132,0.289134,0.00053608,48.71,0,18960
25,0.941393,0.273788,0.283988,0.000505,48.49,0,19750
26,0.941152,0.220411,0.225928,0.00047392,47.62,0,20540
27,0.940766,0.271276,0.278976,0.00044296,47.46,0,21330
28,0.940172,0.328593,0.339406,0.00041225,46.75,0,22120
29,0.93931,0.359742,0.37114,0.0003819,47.16,0,22910
30,0.939259,0.315423,0.324096,0.00035204,47.17,0,23700
31,0.938888,0.345101,0.354933,0.00032278,47.28,0,24490
32,0.937997,0.336297,0.347509,0.00029424,46.82,0,25280
33,0.93752,0.337576,0.345377,0.00026653,47.28,0,26070
34,0.937527,0.33067,0.337749,0.00023977,46.97,0,26860
35,0.9375,0.343944,0.352043,0.00021405,47.12,0,27650
36,0.937273,0.322849,0.329303,0.00018948,46.82,0,28440
37,0.936802,0.33687,0.344884,0.00016615,47.43,0,29230
38,0.936178,0.336107,0.344711,0.00014416,46.92,0,30020
39,0.936143,0.338228,0.346313,0.0001236,47.12,0,30810
40,0.935736,0.354262,0.361596,0.00010454,47.24,0,31600
41,0.935593,0.348383,0.356797,8.706e-05,47.65,0,32390
42,0.935722,0.355987,0.364775,7.123e-05,47.25,0,33180
43,0.935721,0.347992,0.356702,5.711e-05,47.06,0,33970
44,0.935606,0.352062,0.361208,4.476e-05,47.48,0,34760
45,0.934953,0.344884,0.352301,3.423e-05,47.1,0,35550
46,0.935466,0.351582,0.36055,2.555e-05,47.43,0,36340
47,0.935185,0.351158,0.359729,1.877e-05,47.62,0,37130
48,0.93534,0.347599,0.356488,1.39e-05,47.33,0,37920
49,0.935256,0.350734,0.359326,1.098e-05,47.51,0,38710
