epoch,train_loss,val_dice_soft,val_dice_hard,lr,epoch_time_sec,nonfinite_batches,optimizer_steps
1,1.439005,0.0004,0.0,0.00099902,96.57,0,898
2,1.017308,0.00954,0.0,0.0009961,94.94,0,1796
3,0.993938,0.028891,0.0,0.00099123,95.33,0,2694
4,0.985724,0.035607,0.0,0.00098445,96.31,0,3592
5,0.980765,0.060823,0.0,0.00097577,95.17,0,4490
6,0.976037,0.078945,0.0,0.00096524,95.11,0,5388
7,0.970486,0.072399,0.0,0.00095289,95.32,0,6286
8,0.964684,0.106092,0.160439,0.00093877,95.84,0,7184
9,0.958943,0.100055,0.138015,0.00092294,95.23,0,8082
10,0.953301,0.140005,0.166186,0.00090546,93.89,0,8980
11,0.949864,0.206817,0.238371,0.0008864,95.43,0,9878
12,0.946927,0.197404,0.21975,0.00086584,94.07,0,10776
13,0.943372,0.228791,0.245614,0.00084385,93.36,0,11674
14,0.941592,0.278653,0.296085,0.00082052,94.85,0,12572
15,0.940433,0.337803,0.356104,0.00079595,93.74,0,13470
16,0.939044,0.310543,0.323035,0.00077023,93.74,0,14368
17,0.937797,0.195441,0.20168,0.00074347,93.57,0,15266
18,0.937463,0.31397,0.326465,0.00071576,94.51,0,16164
19,0.935812,0.332804,0.346597,0.00068722,94.62,0,17062
20,0.935607,0.296488,0.308825,0.00065796,94.38,0,17960
21,0.93436,0.402755,0.411619,0.0006281,93.89,0,18858
22,0.933988,0.225168,0.233956,0.00059775,93.46,0,19756
23,0.933375,0.371277,0.38092,0.00056704,93.48,0,20654
24,0.932694,0.35723,0.366973,0.00053608,93.44,0,21552
25,0.931777,0.44154,0.4521,0.000505,93.26,0,22450
26,0.931105,0.374866,0.384528,0.00047392,93.08,0,23348
27,0.930405,0.400449,0.411657,0.00044296,94.04,0,24246
28,0.930438,0.399587,0.409814,0.00041225,94.16,0,25144
29,0.929964,0.446487,0.454253,0.0003819,94.88,0,26042
30,0.929588,0.418967,0.429492,0.00035204,94.22,0,26940
31,0.929465,0.411705,0.420964,0.00032278,92.98,0,27838
32,0.928778,0.43224,0.440666,0.00029424,90.43,0,28736
33,0.92837,0.426683,0.436371,0.00026653,92.37,0,29634
34,0.927984,0.41759,0.427583,0.00023977,93.25,0,30532
35,0.927801,0.419549,0.428581,0.00021405,93.44,0,31430
36,0.927427,0.409974,0.417766,0.00018948,93.46,0,32328
37,0.926921,0.405966,0.415699,0.00016615,92.28,0,33226
38,0.926625,0.460104,0.468059,0.00014416,92.59,0,34124
39,0.926955,0.400917,0.409737,0.0001236,91.95,0,35022
40,0.926533,0.460086,0.467474,0.00010454,92.93,0,35920
41,0.926201,0.452663,0.460196,8.706e-05,92.22,0,36818
42,0.926449,0.439527,0.447275,7.123e-05,93.89,0,37716
43,0.92589,0.459255,0.466963,5.711e-05,94.07,0,38614
44,0.925539,0.447834,0.456639,4.476e-05,94.92,0,39512
45,0.925794,0.43891,0.447119,3.423e-05,94.53,0,40410
46,0.925586,0.454529,0.46276,2.555e-05,95.02,0,41308
47,0.925674,0.437238,0.445638,1.877e-05,94.76,0,42206
48,0.925397,0.444419,0.452728,1.39e-05,94.9,0,43104
49,0.925475,0.44379,0.45198,1.098e-05,94.09,0,44002
50,0.925486,0.446182,0.45468,1e-05,93.97,0,44900
51,0.92533,0.441903,0.450919,1e-05,94.85,0,45798
52,0.925116,0.440188,0.448943,1e-05,95.42,0,46696
53,0.925498,0.445182,0.45326,1e-05,95.27,0,47594
54,0.925459,0.450663,0.458983,1e-05,94.23,0,48492
55,0.925282,0.453538,0.461811,1e-05,93.99,0,49390
