epoch,train_loss,val_dice_soft,val_dice_hard,lr,epoch_time_sec,nonfinite_batches
1,1.220453,0.000529,0.0,0.00099902,54.04,0
2,1.008327,0.017105,0.0,0.0009961,53.13,0
3,0.989651,0.04912,0.0,0.00099123,52.51,0
4,0.979926,0.090691,0.0,0.00098445,53.02,0
5,0.973312,0.070268,0.0,0.00097577,52.78,0
6,0.968539,0.114294,0.215061,0.00096524,53.15,0
7,0.962616,0.196654,0.291517,0.00095289,52.92,0
8,0.956594,0.175699,0.231729,0.00093877,53.39,0
9,0.95314,0.207975,0.254651,0.00092294,53.32,0
10,0.949557,0.204796,0.22754,0.00090546,53.74,0
11,0.946515,0.212626,0.245712,0.0008864,53.52,0
12,0.944292,0.321279,0.350828,0.00086584,54.13,0
13,0.942421,0.334032,0.356722,0.00084385,54.03,0
14,0.941029,0.399789,0.42091,0.00082052,53.33,0
15,0.940107,0.250359,0.25899,0.00079595,53.48,0
16,0.93918,0.357071,0.375011,0.00077023,53.08,0
17,0.93832,0.375803,0.390121,0.00074347,53.17,0
18,0.937502,0.369598,0.382323,0.00071576,53.26,0
19,0.936922,0.351419,0.364727,0.00068722,52.86,0
20,0.935764,0.280818,0.292187,0.00065796,52.79,0
21,0.935364,0.453156,0.46561,0.0006281,52.66,0
22,0.935153,0.359847,0.372037,0.00059775,52.43,0
23,0.93417,0.345904,0.356997,0.00056704,52.73,0
24,0.932848,0.431871,0.443571,0.00053608,52.56,0
25,0.93277,0.416324,0.42783,0.000505,52.46,0
26,0.932717,0.434355,0.443466,0.00047392,53.04,0
27,0.931674,0.410574,0.422555,0.00044296,52.89,0
28,0.931045,0.354494,0.364296,0.00041225,53.39,0
29,0.930763,0.41878,0.428456,0.0003819,52.98,0
30,0.930557,0.447486,0.458958,0.00035204,52.72,0
31,0.929877,0.394562,0.404779,0.00032278,51.78,0
32,0.929371,0.441165,0.448433,0.00029424,51.52,0
33,0.929052,0.439185,0.44731,0.00026653,52.41,0
34,0.928717,0.399042,0.407959,0.00023977,53.01,0
35,0.928421,0.413695,0.422193,0.00021405,53.03,0
36,0.928356,0.413244,0.420588,0.00018948,52.46,0
37,0.927961,0.390123,0.398248,0.00016615,53.06,0
38,0.927495,0.401908,0.409141,0.00014416,53.52,0
39,0.927576,0.412024,0.419098,0.0001236,53.25,0
40,0.926902,0.408634,0.415436,0.00010454,53.56,0
41,0.926752,0.425584,0.431593,8.706e-05,53.09,0
