epoch,train_loss,val_dice_soft,val_dice_hard,lr,epoch_time_sec,nonfinite_batches,optimizer_steps
1,1.491383,0.000929,0.0,0.00099933,48.01,0,744
2,1.062138,0.001939,0.0,0.00099732,41.89,0,1488
3,0.998584,0.026868,0.0,0.00099398,42.15,0,2232
4,0.987942,0.058236,0.0,0.00098931,41.99,0,2976
5,0.982911,0.067057,0.0,0.00098333,42.11,0,3720
6,0.979297,0.095314,0.0,0.00097605,41.75,0,4464
7,0.976091,0.099132,0.0,0.0009675,41.92,0,5208
8,0.971933,0.109928,0.0,0.00095769,42.27,0,5952
9,0.967251,0.167758,5e-06,0.00094666,43.09,0,6696
10,0.963539,0.129547,0.195186,0.00093443,43.5,0,7440
11,0.959221,0.20125,0.265073,0.00092104,43.38,0,8184
12,0.955766,0.207808,0.250049,0.00090652,42.99,0,8928
13,0.951766,0.209267,0.246619,0.00089091,43.75,0,9672
14,0.949556,0.289466,0.329732,0.00087426,43.37,0,10416
15,0.947627,0.303092,0.333868,0.00085661,43.01,0,11160
16,0.946059,0.320696,0.344792,0.000838,42.72,0,11904
17,0.945347,0.343519,0.367114,0.00081849,43.02,0,12648
18,0.943666,0.328241,0.34797,0.00079813,42.74,0,13392
19,0.943615,0.310031,0.324837,0.00077698,42.11,0,14136
20,0.942538,0.375303,0.391265,0.00075509,42.45,0,14880
21,0.941132,0.410932,0.425319,0.00073253,42.11,0,15624
22,0.940777,0.413104,0.428583,0.00070935,42.6,0,16368
23,0.940813,0.337786,0.345836,0.00068561,42.53,0,17112
24,0.940413,0.321939,0.33123,0.00066139,42.54,0,17856
25,0.93921,0.313056,0.321507,0.00063674,42.7,0,18600
26,0.93904,0.26669,0.276599,0.00061173,43.11,0,19344
27,0.93821,0.346419,0.353218,0.00058643,43.36,0,20088
28,0.937624,0.253496,0.260138,0.00056092,43.55,0,20832
29,0.937527,0.334649,0.341022,0.00053525,43.43,0,21576
30,0.937503,0.31224,0.319435,0.0005095,43.63,0,22320
31,0.936609,0.335252,0.34167,0.00048374,43.89,0,23064
32,0.93652,0.305601,0.314464,0.00045804,43.1,0,23808
33,0.936366,0.35934,0.366179,0.00043246,43.01,0,24552
34,0.935502,0.316718,0.322933,0.00040708,42.79,0,25296
35,0.935244,0.331143,0.338269,0.00038197,42.8,0,26040
36,0.935601,0.344745,0.350035,0.00035718,42.85,0,26784
37,0.934812,0.310827,0.315943,0.0003328,43.21,0,27528
38,0.934726,0.296652,0.301597,0.00030889,43.0,0,28272
39,0.9345,0.323745,0.327664,0.00028551,42.59,0,29016
40,0.934194,0.320609,0.324772,0.00026272,43.08,0,29760
41,0.93403,0.345039,0.349087,0.00024059,42.7,0,30504
42,0.933814,0.338714,0.343377,0.00021917,42.96,0,31248
43,0.933841,0.316439,0.321344,0.00019853,42.99,0,31992
44,0.933345,0.329333,0.333576,0.00017872,43.09,0,32736
45,0.933138,0.339676,0.344673,0.00015979,43.54,0,33480
46,0.933104,0.325269,0.329675,0.0001418,43.51,0,34224
47,0.932848,0.316817,0.321198,0.00012479,43.81,0,34968
