epoch,train_loss,val_dice_soft,val_dice_hard,lr,epoch_time_sec,nonfinite_batches,optimizer_steps
1,0.286043,0.338644,0.347828,0.00099987,6.01,0,89
2,0.287644,0.335699,0.344194,0.00099946,5.95,0,178
3,0.288705,0.357051,0.365547,0.00099879,5.95,0,267
4,0.286328,0.383045,0.391338,0.00099785,6.01,0,356
5,0.282477,0.319117,0.326939,0.00099664,6.01,0,445
6,0.283589,0.379855,0.389223,0.00099517,5.89,0,534
7,0.282473,0.306337,0.313656,0.00099343,5.81,0,623
8,0.276534,0.381442,0.391885,0.00099143,5.98,0,712
9,0.281274,0.292928,0.299919,0.00098916,6.02,0,801
10,0.274971,0.386526,0.396931,0.00098662,5.81,0,890
11,0.274388,0.374817,0.381223,0.00098383,5.9,0,979
12,0.280825,0.330319,0.337261,0.00098078,5.97,0,1068
13,0.269974,0.375949,0.385008,0.00097747,5.94,0,1157
14,0.27382,0.327716,0.33539,0.0009739,5.82,0,1246
15,0.269639,0.374209,0.381447,0.00097007,5.89,0,1335
16,0.26985,0.320014,0.326309,0.000966,5.9,0,1424
17,0.271523,0.326781,0.332867,0.00096167,5.96,0,1513
18,0.270223,0.331369,0.337905,0.0009571,5.88,0,1602
19,0.266124,0.326838,0.332298,0.00095228,5.89,0,1691
20,0.263969,0.388149,0.395865,0.00094722,5.95,0,1780
21,0.266239,0.361262,0.367646,0.00094192,5.9,0,1869
22,0.266135,0.384534,0.391073,0.00093638,5.81,0,1958
23,0.268169,0.317928,0.323579,0.0009306,5.9,0,2047
24,0.264772,0.355877,0.364645,0.0009246,5.82,0,2136
25,0.263277,0.382745,0.390917,0.00091837,5.82,0,2225
26,0.254983,0.358896,0.367876,0.00091191,5.85,0,2314
27,0.257461,0.301792,0.307967,0.00090523,5.83,0,2403
28,0.255778,0.30594,0.3122,0.00089834,5.76,0,2492
29,0.259447,0.352959,0.359048,0.00089123,5.79,0,2581
30,0.257637,0.361473,0.368736,0.00088391,5.91,0,2670
31,0.252594,0.33549,0.342428,0.00087639,5.8,0,2759
32,0.252876,0.342865,0.350422,0.00086867,5.83,0,2848
33,0.252519,0.343029,0.34924,0.00086074,5.95,0,2937
34,0.252352,0.31184,0.316718,0.00085263,5.76,0,3026
35,0.252766,0.356538,0.363257,0.00084432,5.8,0,3115
36,0.250493,0.363265,0.370534,0.00083583,5.85,0,3204
37,0.25112,0.272531,0.276664,0.00082717,5.95,0,3293
38,0.249968,0.375345,0.381489,0.00081832,5.78,0,3382
39,0.246824,0.345409,0.352337,0.00080931,5.77,0,3471
40,0.248228,0.3391,0.346234,0.00080013,5.78,0,3560
41,0.246947,0.319295,0.324064,0.00079079,5.95,0,3649
42,0.249102,0.301411,0.30649,0.0007813,5.84,0,3738
43,0.240824,0.321761,0.327035,0.00077166,5.8,0,3827
44,0.238902,0.273107,0.277203,0.00076187,5.8,0,3916
45,0.243806,0.311529,0.317465,0.00075194,5.93,0,4005
46,0.242866,0.356093,0.36212,0.00074188,6.0,0,4094
47,0.24236,0.340891,0.344817,0.00073169,5.91,0,4183
48,0.239071,0.374929,0.380679,0.00072137,5.81,0,4272
49,0.238602,0.316833,0.322561,0.00071094,5.81,0,4361
50,0.239102,0.318336,0.32412,0.0007004,5.86,0,4450
51,0.239501,0.319264,0.325182,0.00068975,5.9,0,4539
52,0.23831,0.317411,0.323533,0.000679,5.95,0,4628
53,0.239708,0.312334,0.31639,0.00066816,5.93,0,4717
54,0.239535,0.315342,0.319507,0.00065722,5.73,0,4806
55,0.236572,0.329392,0.334479,0.00064621,5.85,0,4895
56,0.235989,0.272793,0.277482,0.00063512,5.87,0,4984
57,0.239082,0.30789,0.312111,0.00062395,5.93,0,5073
58,0.233561,0.328476,0.333962,0.00061273,5.81,0,5162
59,0.232404,0.350095,0.354577,0.00060144,5.85,0,5251
60,0.231905,0.316925,0.322062,0.0005901,5.91,0,5340
61,0.226438,0.331133,0.336828,0.00057872,5.92,0,5429
62,0.228615,0.372557,0.377004,0.0005673,5.95,0,5518
63,0.229538,0.318926,0.324123,0.00055584,5.93,0,5607
64,0.230427,0.33265,0.337875,0.00054435,5.87,0,5696
65,0.227696,0.342915,0.351062,0.00053285,5.99,0,5785
66,0.228215,0.389358,0.396152,0.00052133,5.84,0,5874
67,0.229962,0.326105,0.331213,0.00050979,5.8,0,5963
68,0.230979,0.33832,0.34331,0.00049826,5.95,0,6052
69,0.228507,0.365792,0.371556,0.00048673,5.88,0,6141
70,0.227474,0.327753,0.33234,0.00047521,5.97,0,6230
71,0.225975,0.351896,0.356298,0.00046371,5.9,0,6319
72,0.226946,0.330774,0.335267,0.00045223,5.84,0,6408
73,0.229517,0.300257,0.30373,0.00044078,5.72,0,6497
74,0.222637,0.309824,0.314245,0.00042936,5.71,0,6586
75,0.221654,0.353192,0.357668,0.00041798,5.78,0,6675
76,0.221869,0.32147,0.324752,0.00040665,5.79,0,6764
77,0.221695,0.315873,0.320408,0.00039538,5.89,0,6853
78,0.225672,0.300581,0.304484,0.00038416,5.86,0,6942
79,0.224352,0.338339,0.343828,0.00037301,5.79,0,7031
80,0.221786,0.376143,0.381291,0.00036193,5.88,0,7120
81,0.220708,0.346466,0.350625,0.00035093,5.9,0,7209
82,0.223156,0.353633,0.359043,0.00034001,5.99,0,7298
83,0.220323,0.335245,0.340471,0.00032918,5.76,0,7387
84,0.22169,0.359212,0.363837,0.00031845,5.73,0,7476
85,0.221743,0.328375,0.333441,0.00030782,5.87,0,7565
86,0.220015,0.34482,0.349786,0.00029729,5.82,0,7654
87,0.217862,0.322475,0.326833,0.00028688,5.87,0,7743
88,0.215414,0.339207,0.346085,0.00027659,5.87,0,7832
89,0.218847,0.341835,0.346932,0.00026642,5.77,0,7921
90,0.217554,0.339635,0.344417,0.00025638,6.02,0,8010
91,0.218965,0.353437,0.358419,0.00024647,5.95,0,8099
92,0.217095,0.360714,0.36658,0.00023671,5.81,0,8188
93,0.215557,0.362124,0.36641,0.00022709,5.77,0,8277
94,0.213719,0.33826,0.343426,0.00021762,5.86,0,8366
95,0.216145,0.351562,0.355935,0.00020831,5.85,0,8455
96,0.216591,0.356749,0.362232,0.00019916,5.75,0,8544
97,0.214114,0.316487,0.320768,0.00019017,5.91,0,8633
98,0.214407,0.350742,0.354997,0.00018136,5.89,0,8722
99,0.214289,0.330568,0.333565,0.00017272,5.88,0,8811
100,0.214623,0.337032,0.340277,0.00016426,5.82,0,8900
101,0.214341,0.334242,0.338753,0.00015599,5.84,0,8989
102,0.21369,0.301515,0.304768,0.00014791,5.88,0,9078
103,0.215963,0.322827,0.326373,0.00014002,5.74,0,9167
104,0.21285,0.327789,0.33131,0.00013233,5.77,0,9256
105,0.214657,0.342832,0.346825,0.00012484,5.89,0,9345
106,0.211551,0.334474,0.338367,0.00011756,5.91,0,9434
107,0.214255,0.344598,0.349047,0.00011048,5.87,0,9523
108,0.212965,0.344455,0.349886,0.00010362,5.87,0,9612
109,0.211041,0.339684,0.34222,9.698e-05,5.86,0,9701
110,0.214023,0.334435,0.339045,9.057e-05,5.79,0,9790
111,0.210261,0.33655,0.340882,8.437e-05,5.89,0,9879
112,0.210429,0.333514,0.336725,7.841e-05,5.85,0,9968
113,0.212671,0.344888,0.348224,7.267e-05,5.85,0,10057
114,0.21096,0.330153,0.333319,6.717e-05,5.87,0,10146
115,0.210642,0.332914,0.336856,6.191e-05,5.84,0,10235
116,0.209051,0.349274,0.352947,5.689e-05,5.8,0,10324
117,0.212575,0.350843,0.356485,5.211e-05,5.84,0,10413
118,0.209109,0.346928,0.352276,4.758e-05,5.73,0,10502
119,0.21169,0.348009,0.354343,4.33e-05,5.8,0,10591
120,0.209664,0.344548,0.349991,3.926e-05,5.99,0,10680
121,0.209644,0.346454,0.350816,3.548e-05,5.77,0,10769
122,0.209304,0.343775,0.348354,3.196e-05,5.79,0,10858
123,0.209222,0.343503,0.347569,2.869e-05,5.79,0,10947
124,0.208636,0.345351,0.350763,2.568e-05,5.81,0,11036
125,0.213389,0.344789,0.349926,2.293e-05,5.77,0,11125
126,0.210666,0.34306,0.348001,2.044e-05,5.87,0,11214
127,0.209769,0.341104,0.344794,1.822e-05,5.91,0,11303
128,0.2091,0.346609,0.351357,1.626e-05,5.83,0,11392
129,0.207504,0.345699,0.349919,1.456e-05,5.85,0,11481
130,0.211379,0.342085,0.346859,1.313e-05,5.9,0,11570
131,0.209225,0.342299,0.346846,1.197e-05,5.92,0,11659
132,0.210577,0.340763,0.345683,1.108e-05,5.81,0,11748
133,0.211807,0.339983,0.344116,1.045e-05,5.83,0,11837
134,0.210038,0.340231,0.343916,1.009e-05,5.73,0,11926
135,0.206216,0.340436,0.343784,1e-05,5.95,0,12015
