epoch,train_loss,val_dice_soft,val_dice_hard,lr,epoch_time_sec,nonfinite_batches,optimizer_steps
1,1.209196,0.00222,0.0,0.00099902,140.85,0,898
2,1.002415,0.019992,0.0,0.0009961,140.61,0,1796
3,0.987393,0.051353,0.0,0.00099123,139.03,0,2694
4,0.980376,0.089927,0.0,0.00098445,140.34,0,3592
5,0.974884,0.110564,0.0,0.00097577,139.56,0,4490
6,0.968746,0.197461,0.08226,0.00096524,139.92,0,5388
7,0.963585,0.167589,0.267541,0.00095289,141.63,0,6286
8,0.957377,0.264443,0.357623,0.00093877,141.16,0,7184
9,0.952473,0.317412,0.393273,0.00092294,140.07,0,8082
10,0.948671,0.166048,0.190772,0.00090546,140.3,0,8980
11,0.94573,0.281468,0.31439,0.0008864,140.83,0,9878
12,0.9432,0.38604,0.426969,0.00086584,141.31,0,10776
13,0.941307,0.342277,0.370826,0.00084385,141.65,0,11674
14,0.939905,0.339823,0.362097,0.00082052,141.34,0,12572
15,0.939065,0.328579,0.345424,0.00079595,143.29,0,13470
16,0.937505,0.35858,0.379479,0.00077023,140.36,0,14368
17,0.937082,0.369326,0.384314,0.00074347,140.72,0,15266
18,0.936183,0.232765,0.241237,0.00071576,142.07,0,16164
19,0.935258,0.473227,0.491031,0.00068722,141.18,0,17062
20,0.933974,0.238994,0.246927,0.00065796,142.1,0,17960
21,0.93366,0.489888,0.50598,0.0006281,140.73,0,18858
22,0.93216,0.396279,0.411232,0.00059775,140.61,0,19756
23,0.932167,0.433421,0.44663,0.00056704,140.39,0,20654
24,0.93188,0.271045,0.279198,0.00053608,139.48,0,21552
25,0.93089,0.392605,0.402538,0.000505,140.11,0,22450
26,0.929877,0.360631,0.373376,0.00047392,139.52,0,23348
27,0.929767,0.330259,0.338178,0.00044296,140.49,0,24246
28,0.92968,0.388338,0.399227,0.00041225,141.49,0,25144
29,0.929186,0.410761,0.421498,0.0003819,141.29,0,26042
30,0.9287,0.389244,0.40023,0.00035204,141.07,0,26940
31,0.928337,0.454892,0.462981,0.00032278,141.44,0,27838
32,0.927907,0.430212,0.438611,0.00029424,141.36,0,28736
33,0.927883,0.424301,0.434544,0.00026653,141.9,0,29634
34,0.926942,0.432437,0.442193,0.00023977,141.55,0,30532
35,0.927319,0.433298,0.442002,0.00021405,141.51,0,31430
36,0.92677,0.41954,0.43033,0.00018948,142.85,0,32328
37,0.92635,0.443672,0.452905,0.00016615,141.35,0,33226
38,0.926217,0.443216,0.45255,0.00014416,140.81,0,34124
39,0.926292,0.455601,0.466183,0.0001236,140.8,0,35022
40,0.925887,0.456246,0.466174,0.00010454,140.17,0,35920
41,0.92565,0.444585,0.4525,8.706e-05,140.39,0,36818
42,0.925606,0.442998,0.450544,7.123e-05,140.63,0,37716
43,0.924884,0.455898,0.464487,5.711e-05,140.68,0,38614
44,0.925212,0.443467,0.450713,4.476e-05,140.24,0,39512
45,0.925033,0.44842,0.456525,3.423e-05,141.0,0,40410
46,0.925029,0.44415,0.452633,2.555e-05,141.51,0,41308
47,0.924683,0.459593,0.467465,1.877e-05,140.8,0,42206
48,0.924971,0.445694,0.452837,1.39e-05,140.67,0,43104
49,0.924628,0.452496,0.460191,1.098e-05,140.71,0,44002
50,0.925008,0.44326,0.450715,1e-05,141.28,0,44900
51,0.924809,0.446597,0.455541,1e-05,140.61,0,45798
52,0.924743,0.451349,0.460423,1e-05,141.72,0,46696
53,0.924724,0.448093,0.455854,1e-05,141.83,0,47594
54,0.924901,0.458874,0.46671,1e-05,141.46,0,48492
55,0.924735,0.454119,0.461637,1e-05,140.75,0,49390
