epoch,train_loss,val_dice_soft,val_dice_hard,lr,epoch_time_sec,nonfinite_batches,optimizer_steps
1,1.220837,0.00049,0.0,0.00099919,53.93,0,898
2,1.008598,0.016388,0.0,0.00099677,53.76,0,1796
3,0.990258,0.043989,0.0,0.00099275,53.5,0,2694
4,0.980478,0.073814,0.0,0.00098714,53.77,0,3592
5,0.973671,0.125102,0.0,0.00097995,53.88,0,4490
6,0.968583,0.052126,0.092528,0.00097121,53.92,0,5388
7,0.962794,0.216564,0.311607,0.00096096,53.73,0,6286
8,0.957273,0.165605,0.201349,0.00094921,53.96,0,7184
9,0.953079,0.250112,0.300473,0.00093602,53.91,0,8082
10,0.949401,0.216107,0.245749,0.00092142,54.13,0,8980
11,0.946772,0.324102,0.364046,0.00090546,54.12,0,9878
12,0.944914,0.324262,0.354409,0.0008882,54.13,0,10776
13,0.943382,0.286163,0.305163,0.00086969,54.28,0,11674
14,0.941216,0.276776,0.291774,0.00084998,54.08,0,12572
15,0.940495,0.278162,0.290708,0.00082916,53.84,0,13470
16,0.939961,0.224066,0.232805,0.00080727,54.01,0,14368
17,0.939159,0.29059,0.302771,0.0007844,54.15,0,15266
18,0.93755,0.410724,0.424407,0.00076062,53.68,0,16164
19,0.936753,0.302626,0.313654,0.000736,53.94,0,17062
20,0.936766,0.291884,0.301262,0.00071063,53.86,0,17960
21,0.935296,0.368839,0.37823,0.00068459,53.93,0,18858
22,0.934465,0.25844,0.266001,0.00065796,54.3,0,19756
23,0.934815,0.320296,0.329947,0.00063084,54.34,0,20654
24,0.933591,0.3941,0.403219,0.0006033,54.17,0,21552
25,0.932957,0.333783,0.340906,0.00057545,53.78,0,22450
26,0.932677,0.320583,0.32857,0.00054736,53.74,0,23348
27,0.931955,0.391686,0.398936,0.00051914,53.89,0,24246
28,0.932193,0.281661,0.287823,0.00049086,54.1,0,25144
29,0.93091,0.322709,0.330303,0.00046264,53.82,0,26042
30,0.93063,0.382983,0.389259,0.00043455,53.7,0,26940
31,0.929886,0.337243,0.342447,0.0004067,53.93,0,27838
32,0.929913,0.358657,0.364551,0.00037916,53.85,0,28736
33,0.929413,0.352782,0.35863,0.00035204,54.0,0,29634
34,0.92877,0.396397,0.403972,0.00032541,54.12,0,30532
35,0.928727,0.345568,0.353819,0.00029937,54.25,0,31430
36,0.928605,0.386759,0.393325,0.000274,53.85,0,32328
37,0.92836,0.336772,0.343726,0.00024938,54.17,0,33226
38,0.927816,0.390462,0.398031,0.0002256,54.05,0,34124
39,0.927584,0.367222,0.373044,0.00020273,53.92,0,35022
40,0.927168,0.365452,0.37072,0.00018084,53.76,0,35920
41,0.927223,0.32697,0.332386,0.00016002,53.36,0,36818
42,0.926626,0.378375,0.384534,0.00014031,53.02,0,37716
43,0.926339,0.370175,0.376209,0.0001218,53.11,0,38614
44,0.926185,0.370463,0.377209,0.00010454,53.62,0,39512
45,0.925833,0.375938,0.382202,8.858e-05,52.83,0,40410
46,0.925948,0.365316,0.370911,7.398e-05,53.44,0,41308
47,0.925695,0.342715,0.350279,6.079e-05,53.45,0,42206
48,0.926001,0.363447,0.369814,4.904e-05,53.68,0,43104
49,0.925572,0.365857,0.372016,3.879e-05,53.78,0,44002
50,0.925349,0.361734,0.367568,3.005e-05,53.67,0,44900
51,0.925532,0.357001,0.363002,2.286e-05,53.68,0,45798
52,0.925495,0.358666,0.363861,1.725e-05,54.44,0,46696
53,0.925332,0.353204,0.359446,1.323e-05,54.24,0,47594
54,0.925098,0.356969,0.362767,1.081e-05,54.45,0,48492
55,0.925317,0.354981,0.361014,1e-05,54.37,0,49390
