epoch,train_loss,val_dice_soft,val_dice_hard,lr,epoch_time_sec,nonfinite_batches,optimizer_steps
1,1.460705,0.000457,0.0,0.00099919,94.89,0,898
2,1.023489,0.013117,0.0,0.00099677,85.12,0,1796
3,0.993204,0.044197,0.0,0.00099275,85.1,0,2694
4,0.98482,0.051715,0.0,0.00098714,84.53,0,3592
5,0.979749,0.077496,0.0,0.00097995,84.62,0,4490
6,0.975174,0.047951,0.0,0.00097121,85.58,0,5388
7,0.969831,0.108683,0.0,0.00096096,85.41,0,6286
8,0.963994,0.180534,0.275874,0.00094921,85.82,0,7184
9,0.958748,0.12655,0.159726,0.00093602,84.69,0,8082
10,0.953864,0.181975,0.217914,0.00092142,85.25,0,8980
11,0.949652,0.182462,0.212516,0.00090546,85.23,0,9878
12,0.946038,0.232284,0.262452,0.0008882,84.74,0,10776
13,0.944159,0.26267,0.283917,0.00086969,84.68,0,11674
14,0.941778,0.154717,0.164082,0.00084998,84.77,0,12572
15,0.940738,0.289279,0.303722,0.00082916,84.51,0,13470
16,0.939201,0.2175,0.226827,0.00080727,84.92,0,14368
17,0.938855,0.2681,0.277863,0.0007844,84.28,0,15266
18,0.937498,0.284354,0.295938,0.00076062,84.87,0,16164
19,0.936481,0.336382,0.34642,0.000736,84.48,0,17062
20,0.935913,0.42014,0.433262,0.00071063,84.55,0,17960
21,0.935544,0.370219,0.381299,0.00068459,84.8,0,18858
22,0.934318,0.462141,0.471412,0.00065796,84.81,0,19756
23,0.933247,0.369459,0.376612,0.00063084,84.5,0,20654
24,0.933392,0.313516,0.321633,0.0006033,84.76,0,21552
25,0.932805,0.398687,0.406693,0.00057545,84.49,0,22450
26,0.932512,0.449989,0.457702,0.00054736,84.38,0,23348
27,0.931212,0.2015,0.204808,0.00051914,83.94,0,24246
28,0.931087,0.447931,0.455953,0.00049086,84.68,0,25144
29,0.930829,0.423392,0.430087,0.00046264,84.14,0,26042
30,0.930276,0.390807,0.396835,0.00043455,84.02,0,26940
31,0.929564,0.45142,0.457961,0.0004067,84.33,0,27838
32,0.929217,0.469712,0.476816,0.00037916,85.13,0,28736
33,0.929183,0.425244,0.433575,0.00035204,84.98,0,29634
34,0.929072,0.37723,0.38252,0.00032541,85.92,0,30532
35,0.927931,0.454831,0.461771,0.00029937,84.45,0,31430
36,0.92748,0.424824,0.431442,0.000274,85.08,0,32328
37,0.927363,0.451537,0.458102,0.00024938,85.16,0,33226
38,0.927275,0.347855,0.354114,0.0002256,84.67,0,34124
39,0.926865,0.450021,0.457025,0.00020273,85.02,0,35022
40,0.926643,0.465086,0.471726,0.00018084,84.4,0,35920
41,0.926428,0.445107,0.453,0.00016002,84.29,0,36818
42,0.926113,0.435611,0.443822,0.00014031,84.91,0,37716
43,0.925675,0.472524,0.478393,0.0001218,84.87,0,38614
44,0.925367,0.441875,0.447796,0.00010454,84.83,0,39512
45,0.925289,0.464418,0.470452,8.858e-05,84.29,0,40410
46,0.924947,0.431934,0.438061,7.398e-05,84.86,0,41308
47,0.925045,0.445861,0.452409,6.079e-05,84.55,0,42206
48,0.924829,0.469011,0.476091,4.904e-05,84.69,0,43104
49,0.925006,0.466787,0.473154,3.879e-05,84.91,0,44002
50,0.924681,0.470257,0.475943,3.005e-05,85.23,0,44900
51,0.924666,0.458092,0.464368,2.286e-05,85.02,0,45798
52,0.924872,0.462091,0.467895,1.725e-05,85.3,0,46696
53,0.924612,0.460099,0.465819,1.323e-05,85.51,0,47594
54,0.924642,0.46361,0.469575,1.081e-05,84.92,0,48492
55,0.924545,0.468008,0.474573,1e-05,84.77,0,49390
